X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,email,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,date_updated,dis_status,POINT_X,POINT_Y
-117.934013057108,34.1041949673626,57910,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.ci.irwindale.ca.us/police_dept/,City Of Irwindale Police Department,5050 N. Irwindale Ave.,,Irwindale,CA,"Monday through Sunday, 24 hours per day. ","Direct Dispatch - Emergency and Non-Emergency Number Service/Intake (626) 430-2244,  Service/Intake (626) 962-3601,  FAX (626) 856-0471",,www.ci.irwindale.ca.us/police_dept/,,,59363,The department provides law enforcement and substance abuse services for the city of Irwindale.,91706,http://egis3.lacounty.gov/lms/?p=59363,publish,34.104195,-117.934013,2013/06/01 11:50:56+00,,6581646.17845023,1860305.50899614
-118.244030056353,34.0523409670783,57911,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.lapdonline.org,City Of Los Angeles Police Department - Headquarters,100 W. 1st St.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","Tip Line Service/Intake and Hotline (877) 529-3855, Terrorist Threats Service/Intake and Hotline (877) 284-7328, Burglar Alarms Service/Intake (213) 485-2102, Anti-Drug Hotline Hotline/Talkline/Warmline (213) 972-2565, Youth Programs Service/Intake (213) ",,www.lapdonline.org,,,59364,The department provides law enforcement and youth services for the City of Los Angeles.,90012,http://egis3.lacounty.gov/lms/?p=59364,publish,34.052341,-118.24403,2013/06/01 11:50:56+00,,6487750.83671372,1841518.01835598
-118.256302055932,34.0125639671907,57912,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.lapdonline.org,Los Angeles Police Department - Newton Community Police Station,3400 S. Central Ave.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","Service/Intake (323) 846-6548, Direct Dispatch - Emergency Number Emergency (213) 928-8206, DV/Major Assault Service/Intake (323) 846-6569,  Service/Intake (323) 846-6549,  Service/Intake (323) 846-6547,  Service/Intake (323) 846-6504, non-ER number   TDD",,www.lapdonline.org,,,59365,The department provides law enforcement and youth services for the City of Los Angeles.,90011,http://egis3.lacounty.gov/lms/?p=59365,publish,34.012564,-118.256302,2013/06/01 11:50:56+00,,6483996.60504897,1827051.67819422
-118.420218055744,33.9915279671434,57913,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.lapdonline.org,Los Angeles Police Department - Pacific Community Police Station,12312 Culver Blvd.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","Non-emergency Police Response (ASK LAPD) Dispatch Service/Intake (877) 275-5273, DV/Major Assault Service/Intake (310) 482-6379, Youth Services Officer Service/Intake (310) 202-4525, Front Desk Service/Intake (310) 482-6335, Front Desk Service/Intake (310",,www.lapdonline.org,,,59366,The department provides law enforcement and youth services for the City of Los Angeles.,90066,http://egis3.lacounty.gov/lms/?p=59366,publish,33.991528,-118.420218,2013/06/01 11:50:56+00,,6434289.19298105,1819563.48024414
-118.269774056464,33.7714899674226,57914,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.lapdonline.org,Los Angeles Police Department - Harbor Community Police Station,221 Bayview Ave.,,Wilmington,CA,"Monday through Sunday, 24 hours per day. ","TDD (310) 548-2571, DV/Major Assault Service/Intake (310) 548-7621,  Service/Intake (310) 726-7700, Toll Free Citywide LAPD Non-Emergency Number Service/Intake (877) 275-5273, Harbor Area Community Relations/Youth Services Officer Service/Intake (310) 548",,www.lapdonline.org,,,59367,The department provides law enforcement and youth services for the City of Los Angeles.,90744,http://egis3.lacounty.gov/lms/?p=59367,publish,33.77149,-118.269774,2013/06/01 11:50:56+00,,6479678.39321297,1739330.08067189
-118.38586305621,34.1719859670001,57915,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.lapdonline.org,Los Angeles Police Department - North Hollywood Community Police Station,11640 Burbank Blvd.,,North Hollywood,CA,"Monday through Sunday, 24 hours per day. ","Youth Services Officer Service/Intake (818) 633-4001, DV/Major Assault Service/Intake (818) 623-4065, Non-emergency Police Response (ASK LAPD) Dispatch Service/Intake (877) 275-5273, Direct Dispatch - Emergency Number Emergency (213) 928-8206,  TDD (818) ",,www.lapdonline.org,,,59368,The department provides law enforcement and youth services for the City of Los Angeles.,91601,http://egis3.lacounty.gov/lms/?p=59368,publish,34.171986,-118.385863,2013/06/01 11:50:56+00,,6444955.30517897,1885193.3578424
-118.305030056656,34.0106709670585,57916,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.lapdonline.org,Los Angeles Police Department - Southwest Community Police Station,1546 W. Martin Luther King Jr. Blvd.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","Detective Desk Service/Intake and Administration (213) 485-6571, DV/Major Assault Service/Intake (213) 485-2586, Non-emergency Police Response (ASK LAPD) Dispatch Service/Intake (877) 275-5273,  Service/Intake (213) 847-5800, Direct Dispatch - Emergency N",,www.lapdonline.org,,,59369,The department provides law enforcement and youth services for the City of Los Angeles.,90062,http://egis3.lacounty.gov/lms/?p=59369,publish,34.010671,-118.30503,2013/06/01 11:50:56+00,,6469227.26877405,1826404.01315098
-118.53183105643,34.2564259666321,57917,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.lapdonline.org,Los Angeles Police Department - Devonshire Community Police Station,10250 Etiwanda Ave.,,Northridge,CA,"Monday through Sunday, 24 hours per day. ","Front Desk Service/Intake (818) 832-0633, DV/Major Assault Service/Intake (818) 756-2891, Non-emergency Police Response (ASK LAPD) Dispatch Service/Intake (877) 275-5273, Direct Dispatch - Emergency Number Emergency (213) 928-8206,  TDD (818) 756-9033, Yo",,www.lapdonline.org,,,59370,The department provides law enforcement and youth services for the City of Los Angeles.,91325,http://egis3.lacounty.gov/lms/?p=59370,publish,34.256426,-118.531831,2013/06/01 11:50:56+00,,6400966.15464039,1916123.71789756
-118.249327056474,34.1185969671532,57918,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.lapdonline.org,Los Angeles Police Department - Northeast Community Police Station,3353 San Fernando Rd.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","DV/Major Assault Service/Intake (323) 344-5749, Youth Services Officer/Community Relations Service/Intake (323) 344-5712, Direct Dispatch - Emergency Number Emergency (213) 928-8206, Front Desk Service/Intake (323) 344-5701, Non-emergency Police Response ",,www.lapdonline.org,,,59371,The department provides law enforcement and youth services for the City of Los Angeles.,90065,http://egis3.lacounty.gov/lms/?p=59371,publish,34.118597,-118.249327,2013/06/01 11:50:56+00,,6486206.12458006,1865633.69551823
-118.342690056159,34.0465709664053,57919,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.lapdonline.org,Los Angeles Police Department - Wilshire Community Police Station,4861 W. Venice Blvd.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","DV/Major Assault Service/Intake (213) 847-3994, Non-emergency Police Response (ASK LAPD) Dispatch Service/Intake (877) 275-5273, Direct Dispatch - Emergency Number Emergency (213) 928-8206,  Service/Intake (213) 485-4022,  TDD (213) 485-2112, Youth Servic",,www.lapdonline.org,,,59372,The department provides law enforcement and youth services for the City of Los Angeles.,90019,http://egis3.lacounty.gov/lms/?p=59372,publish,34.046571,-118.34269,2013/06/01 11:50:56+00,,6457858.52904439,1839505.43379848
-118.27544505638,33.9384379669011,57920,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.lapdonline.org,Los Angeles Police Department - Southeast Community Police Station,145 W. 108th St.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","DV/Major Assault Service/Intake (213) 485-6902, Non-emergency Police Response (ASK LAPD) Dispatch Service/Intake (877) 275-5273, Direct Dispatch - Emergency Number Emergency (213) 928-8206,  TDD (213) 485-9934,  Service/Intake (213) 972-7828, Youth Servic",,www.lapdonline.org,,,59373,The department provides law enforcement and youth services for the City of Los Angeles.,90061,http://egis3.lacounty.gov/lms/?p=59373,publish,33.938438,-118.275445,2013/06/01 11:50:56+00,,6478121.30741638,1800091.10580315
-118.467729055955,34.2725969664089,57921,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.lapdonline.org,Los Angeles Police Department - Mission Community Police Station,11121 Sepulveda Blvd.,,Mission Hills,CA,"Monday through Sunday, 24 hours per day. ","Front Desk Service/Intake (818) 838-9800,  TDD (818) 837-9858, Community Relations Service/Intake (818) 838-9860, DV/Major Assault Service/Intake (818) 838-9980, Non-emergency Police Response (ASK LAPD) Dispatch Service/Intake (877) 275-5273, Direct Dispa",,www.lapdonline.org,,,59374,The department provides law enforcement and youth services for the City of Los Angeles.,91345,http://egis3.lacounty.gov/lms/?p=59374,publish,34.272597,-118.467729,2013/06/01 11:50:56+00,,6420363.18638431,1921912.26800023
-118.410834556343,34.2529704962017,57922,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.lapdonline.org,Los Angeles Police Department - Foothill Community Police Station,12760 Osborne St,,Pacoima,CA,"Monday through Sunday, 24 hours per day. ","DV/Major Assault Service/Intake (818) 834-3118, Non-emergency Police Response (ASK LAPD) Dispatch Service/Intake (877) 275-5273, Direct Dispatch - Emergency Number Emergency (213) 928-8206, Direct Dispatch - Emergency Number Emergency (213) 928-8206, Fron",,www.lapdonline.org,,,59375,The department provides law enforcement and youth services for the City of Los Angeles.,91331,http://egis3.lacounty.gov/lms/?p=59375,publish,34.25297053,-118.4108345,2013/06/01 11:50:56+00,,6437522.47522838,1914694.78046672
-118.450697055651,34.0438459670309,57923,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.lapdonline.org,Los Angeles Police Department - West Los Angeles Community Police Station,1663 Butler Ave.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","Service/Intake (310) 575-9402,  TDD (310) 878-8719, Non-emergency Police Response (ASK LAPD) Dispatch Service/Intake (877) 275-5273, Direct Dispatch - Emergency Number Emergency (213) 928-8206, DV/Major Assault Service/Intake (310) 575-8441, Youth Service",,www.lapdonline.org,,,59376,The department provides law enforcement and youth services for the City of Los Angeles.,90025,http://egis3.lacounty.gov/lms/?p=59376,publish,34.043846,-118.450697,2013/06/01 11:50:56+00,,6425135.48884755,1838642.88729523
-118.213091056108,34.044757966586,57924,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.lapdonline.org,Los Angeles Police Department - Hollenbeck Community Police Station,2111 E. 1st. St.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","Youth Services Officer Service/Intake (323) 342-4143, DV/Major Assaults Service/Intake (213) 526-3004, Non-emergency Police Response (ASK LAPD) Dispatch Service/Intake (877) 275-5273, General info - front desk Service/Intake (323) 342-4100, Direct Dispatc",,www.lapdonline.org,,,59377,The department provides law enforcement and youth services for the City of Los Angeles.,90033,http://egis3.lacounty.gov/lms/?p=59377,publish,34.044758,-118.213091,2013/06/01 11:50:56+00,,6497116.75039655,1838737.11315665
-118.330838056592,34.0956299668298,57925,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.lapdonline.org,Los Angeles Police Department - Hollywood Community Police Station,1358 N. Wilcox Ave.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","Non-emergency Police Response (ASK LAPD) Dispatch Service/Intake (877) 275-5273, Youth Services Officer Service/Intake (213) 485-4310 Ext.14, Direct Dispatch - Emergency Number Emergency (213) 928-8206,  Service/Intake (213) 485-4302,  TDD (213) 485-9899,",,www.lapdonline.org,,,59378,The department provides law enforcement and youth services for the City of Los Angeles.,90028,http://egis3.lacounty.gov/lms/?p=59378,publish,34.09563,-118.330838,2013/06/01 11:50:56+00,,6461507.62837347,1857346.81806314
-118.4463860563,34.1835729664333,57926,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.lapdonline.org,Los Angeles Police Department - Van Nuys Community Police Station,6240 Sylmar Ave.,,Van Nuys,CA,"Monday through Sunday, 24 hours per day. ","Front Desk Service/Intake (818) 374-9500, Jail Service/Intake (818) 374-9645, DV/Major Assault Service/Intake (818) 756-8371, Non-emergency Police Response (ASK LAPD) Dispatch Service/Intake (877) 275-5273, Youth Services Officer Service/Intake (818) 374-",,www.lapdonline.org,,,59379,The department provides law enforcement and youth services for the City of Los Angeles.,91401,http://egis3.lacounty.gov/lms/?p=59379,publish,34.183573,-118.446386,2013/06/01 11:50:56+00,,6426667.27449788,1889485.82202648
-118.267458055963,34.056478967285,57927,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.lapdonline.org,Los Angeles Police Department - Rampart Community Police Station,1401 W. 6th St.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","Detective's Desk Service/Intake (213) 484-3450, Community Relations Service/Intake (213) 484-3060,  FAX (213) 485-9821, Front Desk Service/Intake (213) 484-3400, Non-emergency Police Response (ASK LAPD) Dispatch Service/Intake (877) 275-5273, Commanding O",,www.lapdonline.org,,,59380,The department provides law enforcement and youth services for the City of Los Angeles.,90017,http://egis3.lacounty.gov/lms/?p=59380,publish,34.056479,-118.267458,2013/06/01 11:50:56+00,,6480658.24919289,1843041.96707973
-118.27803505602,33.9706129671306,57928,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.lapdonline.org,Los Angeles Police Department - 77Th St. Community Police Station,7600 S. Broadway,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","Service/Intake (213) 485-4161, DV/Major Assault Service/Intake (213) 485-4156,  Service/Intake (213) 485-4285, Non-emergency Police Response (ASK LAPD) Dispatch/General Info Service/Intake (877) 275-5273, Direct Dispatch - Emergency Number Emergency (213)",,www.lapdonline.org,,,59381,The department provides law enforcement and youth services for the City of Los Angeles.,90003,http://egis3.lacounty.gov/lms/?p=59381,publish,33.970613,-118.278035,2013/06/01 11:50:56+00,,6477368.08845039,1811802.40423089
-118.247307056714,34.0438269669965,57929,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.lapdonline.org,Los Angeles Police Department - Central Community Police Station,251 E. 6th St.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","DV/Major Assaults Service/Intake (213) 972-1203, Front Desk / Non ER 24hr Service/Intake and Administration (213) 972-1298, Non-emergency Police Response (ASK LAPD) Dispatch Service/Intake (877) 275-5273, Direct Dispatch - Emergency Number Emergency (213)",,www.lapdonline.org,,,59382,The department provides law enforcement and youth services for the City of Los Angeles.,90014,http://egis3.lacounty.gov/lms/?p=59382,publish,34.043827,-118.247307,2013/06/01 11:50:56+00,,6486750.57460664,1838422.04292065
-118.547432056221,34.1936949662259,57930,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.lapdonline.org,Los Angeles Police Department - West Valley Community Police Station,19020 Vanowen St.,,Reseda,CA,"Monday through Sunday, 24 hours per day. ","Front Desk Service/Intake (818) 374-7611, Youth Services Officer Service/Intake (818) 374-7690, Detectives/DV/Major Assault Service/Intake (818) 374-7730, Non-emergency Police Response (ASK LAPD) Dispatch Service/Intake (877) 275-5273, Direct Dispatch - E",,www.lapdonline.org,,,59383,The department provides law enforcement and youth services for the City of Los Angeles.,91335,http://egis3.lacounty.gov/lms/?p=59383,publish,34.193695,-118.547432,2013/06/01 11:50:56+00,,6396127.69450106,1893320.41868798
-118.291439055856,34.0498169669232,57931,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.lapdonline.org,Los Angeles Police Department - Olympic Community Police Station,1130 S. Vermont Ave.,,Los Angeles,CA,,"General Inquiries &amp; Information Service/Intake (213) 382-9102,  FAX (213) 382-9109, 877-ASK-LAPD Service/Intake (877) 275-5273, Direct Dispatch - Emergency Number Emergency (213) 928-8206",,www.lapdonline.org,,,59384,The department provides law enforcement and youth services for the City of Los Angeles.,90006,http://egis3.lacounty.gov/lms/?p=59384,publish,34.049817,-118.291439,2013/06/01 11:50:56+00,,6473387.47961372,1840637.73960473
-118.598916055898,34.2210429667508,57932,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.lapdonline.org,Los Angeles Police Department - Topanga Community Police Station,21501 Schoenborn St.,,Canoga Park,CA,,"Service/Intake (818) 756-4800,  TDD (818) 756-5899, Direct Dispatch - Emergency Number Emergency (213) 928-8206",,www.lapdonline.org,,,59385,The department provides law enforcement and youth services for the City of Los Angeles.,91304,http://egis3.lacounty.gov/lms/?p=59385,publish,34.221043,-118.598916,2013/06/01 11:50:56+00,,6380618.4843778,1903361.4494589
-118.342418055729,33.8399899672261,57933,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.tpd.torranceca.gov,City Of Torrance Police Department,3300 Civic Center Dr.,,Torrance,CA,"Monday through Sunday, 24 hours per day. ","Community Affairs Service/Intake (310) 618-6391, Direct Dispatch - Emergency Number Emergency (310) 320-2611, Non-Emergency Service/Intake (310) 328-3456, Juvenile Diversion Service/Intake (310) 618-5554,  TDD (310) 618-5641",,www.tpd.torranceca.gov,,,59386,The department provides law enforcement and youth services for the city of Torrance.,90503,http://egis3.lacounty.gov/lms/?p=59386,publish,33.83999,-118.342418,2013/06/01 11:50:56+00,,6457684.82663588,1764326.17700507
-118.400312055943,34.0726599666703,57934,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.beverlyhills.org/,City Of Beverly Hills Police Department,464 N. Rexford Dr.,,Beverly Hills,CA,"Monday through Sunday, 24 hours per day. ","Direct Dispatch - Non-emergency Service/Intake (310) 550-4951, Direct Dispatch - Emergency Police and Fire Emergency (310) 550-4900, Direct Dispatch - Non-emergency Service/Intake (310) 550-4951, Crime Prevention Office Service/Intake (310) 288-2661, Fron",,www.beverlyhills.org/,,,59387,"The department provides law enforcement for the city of Beverly Hills, and also dispatches the Fire Department.",90210,http://egis3.lacounty.gov/lms/?p=59387,publish,34.07266,-118.400312,2013/06/01 11:50:56+00,,6440440.87227872,1849064.16304056
-117.722475057933,34.0963899675061,57935,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.claremontpd.org,City Of Claremont Police Department,570 W. Bonita Ave.,,Claremont,CA,"Monday through Sunday, 24 hours per day. ","Non Emergency-24 hours Service/Intake (909) 399-5415, Direct Dispatch - Emergency Number Service/Intake and Administration (909) 626-1296, Non Emergency-24 hours Service/Intake (909) 399-5411",,www.claremontpd.org,,,59388,The department provides law enforcement for the city of Claremont.,91711,http://egis3.lacounty.gov/lms/?p=59388,publish,34.09639,-117.722475,2013/06/01 11:50:56+00,,6645691.55659281,1857574.56038982
-117.770837057473,34.1008239669605,57936,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.lvpd.org,City Of La Verne Police Department,2061 Third St.,,La Verne,CA,"Monday through Sunday, 24 hours per day. ","Direct Dispatch - Emergency and Non-Emergency Number Service/Intake (909) 593-2531, Traffic Hotline Service/Intake (909) 392-6577,  Service/Intake and Administration (909) 596-1913",,www.lvpd.org,,,59389,The department provides law enforcement for the City of La Verne.,91750,http://egis3.lacounty.gov/lms/?p=59389,publish,34.100824,-117.770837,2013/06/01 11:50:56+00,,6631046.21711713,1859151.26786631
-118.125935056965,34.0596659673674,57937,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.ci.monterey-park.ca.us,City Of Monterey Park Police Department,320 W. Newmark Ave.,,Monterey Park,CA,"Monday through Sunday, 24 hours per day. ","Direct Dispatch - Emergency and Non Emergency Number Service/Intake (626) 573-1311, Community Relations Service/Intake (626) 307-1216, Community Relations Department Service/Intake (626) 302-1215, Watch Commander Service/Intake (626) 307-1200, General Inf",,www.ci.monterey-park.ca.us,,,59390,The department provides law enforcement services for residents of Monterey Park.,91754,http://egis3.lacounty.gov/lms/?p=59390,publish,34.059666,-118.125935,2013/06/01 11:50:56+00,,6523526.48169772,1844117.89537406
-118.034923656584,33.9753953375849,57938,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.cityofwhittier.org/depts/police/default.asp,City Of Whittier Police Department,13200 Penn St,,Whittier,CA,"Monday through Sunday, 24 hours per day. ","Non-emergency Service/Intake (562) 567-9200, Direct Dispatch - Emergency Number Emergency (562) 567-9240, LIVESCAN fingerprinting Message/Answering Service (562) 567-9144, Detectives Service/Intake (562) 567-9270,  Administrative (562) 567-9202",,www.cityofwhittier.org/depts/police/default.asp,,,59391,The department provides law enforcement services for the cities of Whittier and Santa Fe Springs.,90602,http://egis3.lacounty.gov/lms/?p=59391,publish,33.97539537,-118.0349236,2013/06/01 11:50:56+00,,6551081.83111447,1813428.06108455
-118.086407056548,33.9470239671843,57939,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.cityofwhittier.org/depts/police/default.asp,City Of Whittier Police Department - Police Services Center - Santa Fe Springs,11576 Telegraph Rd.,,Santa Fe Springs,CA,"Monday through Sunday, 24 hours per day. ",Service/Intake (562) 409-1850,,www.cityofwhittier.org/depts/police/default.asp,,,59392,The department provides law enforcement services for the cities of Whittier and Santa Fe Springs.,90670,http://egis3.lacounty.gov/lms/?p=59392,publish,33.947024,-118.086407,2013/06/01 11:50:56+00,,6535463.68781014,1803112.53315923
-118.03989356636,34.1366374167435,57940,211,,Public Safety,Sheriff and Police Stations,Police Stations,City of Arcadia,Arcadia Police Department,250 W. Huntington Dr.,,Arcadia,CA,"Monday through Friday, 7:30am to 5:00pm.
Emergencies 24 hours a day.","Direct Dispatch - Emergency Number Service/Intake (626) 574-5121, Non-Emergencies / General Emergency Service/Intake and Administration (626) 574-5151, Direct Dispatch - Non-Emergency Service/Intake (626) 574-5123, Non-Emergencies TDD (626) 447-6621",,www.ci.arcadia.ca.us/home/index.asp?page=1194,,,59393,The department provides law enforcement services for the city of Arcadia.,91007,http://egis3.lacounty.gov/lms/?p=59393,publish,34.13663745,-118.03989351,2013/05/24 12:09:46+00,,6549598.2881498,1872107.7540924
-117.906387056865,34.134136966981,57941,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.ci.azusa.ca.us,City Of Azusa Police Department,725 N. Alameda Ave.,,Azusa,CA,"SITE HOURS: Law enforcement is available Monday through Sunday, 24 hours per day.   ",Direct Dispatch - Graffiti removal - after hours Service/Intake (626) 812-3200,,www.ci.azusa.ca.us,,,59394,The department provides law enforcement services for the city of Azusa.,91702,http://egis3.lacounty.gov/lms/?p=59394,publish,34.134137,-117.906387,2013/06/01 11:50:56+00,,6589999.08201997,1871208.59250489
-117.960124057378,34.0852309668978,57942,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.baldwinpark.com/,City Of Baldwin Park Police Department,14403 E. Pacific Ave.,,Baldwin Park,CA,"Monday through Sunday, 7:30am to 9:00pm. ","Direct Dispatch - Emergency and Non-Emergency Number Service/Intake (626) 960-1955 Ext.0, 24-hrs Service/Intake (Voice and TDD) (626) 960-1955",,www.baldwinpark.com/,,,59395,The department provides law enforcement services for the city of Baldwin Park.,91706,http://egis3.lacounty.gov/lms/?p=59395,publish,34.085231,-117.960124,2013/06/01 11:50:56+00,,6573744.4898573,1853399.9903269
-118.150414056089,33.9671949674268,57943,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.bellgardens.org,City Of Bell Gardens Police Department,7100 S. Garfield Ave.,,Bell Gardens,CA,"Monday through Sunday, 24 hours per day. ","non-emergencies Service/Intake and Administration (562) 806-7600,  Administrative (562) 806-7690, Direct Dispatch - Emergency and Non-Emergency Number Service/Intake (562) 806-7604",,,,,59396,The department provides law enforcement services for the city of Bell Gardens.,90201,http://egis3.lacounty.gov/lms/?p=59396,publish,33.967195,-118.150414,2013/06/01 11:50:56+00,,6516061.80502605,1810476.05550565
-118.395097056482,34.020668966494,57944,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.culvercity.org/police/police.html,City Of Culver City Police Department,4040 Duquesne Ave.,,Culver City,CA,"Monday through Sunday, 24 hours per day. ","Livescan Fingerprinting Service/Intake (310) 253-6110, Direct Dispatch - Emergency Number Service/Intake (310) 837-6161, Non-Emergency Service/Intake (310) 837-1221",,www.culvercity.org/police/police.html,,,59397,The department provides law enforcement services for the city of Culver City.,90232,http://egis3.lacounty.gov/lms/?p=59397,publish,34.020669,-118.395097,2013/06/01 11:50:56+00,,6441945.79216914,1830137.51880731
-118.03050405676,34.070933967201,57945,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.ci.el-monte.ca.us/citygov/police/pdmain.html,City Of El Monte Police Department,11333 E. Valley Blvd.,,El Monte,CA,"Monday through Sunday, 24 hours per day. ","FAX (626) 444-2206, Direct Dispatch - General Information - Emergency Number Service/Intake (626) 580-2100, Tip Line for Narcotics and Vice Service/Intake (626) 580-2171, Jail Information Service/Intake (626) 580-2112, Tattoo Removal Service/Intake (626) ",,www.ci.el-monte.ca.us/citygov/police/pdmain.html,,,59398,The department provides law enforcement services for the city of El Monte.,91731,http://egis3.lacounty.gov/lms/?p=59398,publish,34.070934,-118.030504,2013/06/01 11:50:56+00,,6552432.36056563,1848196.04568231
-118.415783055801,33.9199259671724,57946,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.elsegundo.org/police/city.html,City Of El Segundo Police Department,348 Main St.,,El Segundo,CA,"Monday through Saturday, 7:00am to 7:00pm. ","Direct Dispatch - Emergency Number Emergency (310) 524-2760, Fire Emergency Number Emergency (310) 524-2763, Non-Emergency Service/Intake (310) 524-2200",,www.elsegundo.org/police/city.html,,,59399,The department provides law enforcement services for the city of El Segundo.,90245,http://egis3.lacounty.gov/lms/?p=59399,publish,33.919926,-118.415783,2013/06/01 11:50:56+00,,6435525.78762072,1793500.59306556
-118.396028055528,33.8643499667248,57947,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.hermosabch.org/index.aspx?page=123,City Of Hermosa Beach Police Department,540 Pier Ave.,,Hermosa Beach,CA,"Monday through Sunday, 24 hours per day. ","Jail Service/Intake (310) 318-0234, Direct Dispatch - Emergency and Non-Emergency Number Service/Intake (310) 524-2750, General Business Number Service/Intake (310) 318-0360,  FAX (310) 798-8926, Traffic Bureau Service/Intake (310) 318-0307, Thefts/Burgla",,www.hermosabch.org/index.aspx?page=123,,,59400,The department provides law enforcement services for the city of Hermosa Beach.,90254,http://egis3.lacounty.gov/lms/?p=59400,publish,33.86435,-118.396028,2013/06/01 11:50:56+00,,6441439.54679056,1773251.12536247
-118.116431057076,34.0202689670054,57948,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.cityofmontebello.com/depts/police/default.asp,City Of Montebello Police Department,1600 W. Beverly Blvd.,,Montebello,CA,"Monday through Sunday, 24 hours per day. ","Administrative (323) 887-1288, Direct Dispatch - Emergency and Non Emergency Number Service/Intake (323) 887-1313, Crime Prevention Unit Service/Intake (323) 887-1282, Switchboard Service/Intake (323) 887-1212",,www.cityofmontebello.com/depts/police/default.asp,,,59402,The department provides law enforcement services for the city of Montebello.,90640,http://egis3.lacounty.gov/lms/?p=59402,publish,34.020269,-118.116431,2013/06/01 11:50:56+00,,6526388.49467447,1829777.09105048
-117.754267057535,34.0548709677361,57949,211,,Public Safety,Sheriff and Police Stations,Police Stations,ci.pomona.ca.us/index.php/police-department-home,City Of Pomona Police Department,490 W. Mission Blvd.,,Pomona,CA,"Monday through Sunday, 24 hours per day. ","Direct Dispatch - Emergency and Non Emergency Number Service/Intake (909) 622-1241, Operations Division Service/Intake (909) 620-2122, General Info-Front Desk Service/Intake (909) 620-2155,  FAX (909) 620-2146, Community Programs Service/Intake (909) 620-",,ci.pomona.ca.us/index.php/police-department-home,,,59403,The department provides law enforcement services for the city of Pomona.,91766,http://egis3.lacounty.gov/lms/?p=59403,publish,34.054871,-117.754267,2013/06/01 11:50:56+00,,6636103.42681897,1842439.9964989
-118.09973705691,34.0948609672376,57950,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.sgpd.com,City Of San Gabriel Police Department,625 S. Del Mar Ave.,,San Gabriel,CA,"Monday through Sunday, 24 hours per day. ",Service/Intake (626) 308-2828,,www.sgpd.com,,,59404,The department provides law enforcement services for the city of San Gabriel.,91776,http://egis3.lacounty.gov/lms/?p=59404,publish,34.094861,-118.099737,2013/06/01 11:50:56+00,,6531474.17315139,1856917.11288582
